0	1E-05
1	2E-05
2	5E-05
3	1E-04
4	2E-04
5	5E-04
6	1E-03
7	2E-03
8	5E-03
9	1E-02
10	2E-02
11	5E-02
12	1E-01
13	2E-01
14	5E-01
15	1E+00
16	2E+00
17	5E+00
18	1E+01
19	2E+01
20	5E+01
21	1E+02
22	2E+02
23	5E+02
24	1E+03
25	2E+03
26	5E+03
27	1E+04
28	2E+04
29	5E+04
30	1E+05
