1.000000000000000000e+00	1.199999999999999992e-08	-1.987999999999999901e+01	1.150000000000000041e-08	-4.499999999999999763e-09	1.908470000000000084e+02
2.000000000000000000e+00	1.700000000000000002e-08	-2.953999999999999915e+01	1.499999999999999866e-08	-8.500000000000000012e-09	1.885980000000000132e+02
3.000000000000000000e+00	2.249999999999999964e-08	-3.489000000000000057e+01	1.900000000000000139e-08	-1.300000000000000060e-08	1.907820000000000107e+02
4.000000000000000000e+00	2.900000000000000160e-08	-3.638000000000000256e+01	2.349999999999999867e-08	-1.750000000000000119e-08	1.895989999999999895e+02
5.000000000000000000e+00	3.599999999999999811e-08	-3.742000000000000171e+01	2.900000000000000160e-08	-2.249999999999999964e-08	1.900970000000000084e+02
6.000000000000000000e+00	4.349999999999999909e-08	-3.810000000000000142e+01	3.449999999999999791e-08	-2.750000000000000140e-08	1.897860000000000014e+02
7.000000000000000000e+00	5.250000000000000027e-08	-3.882999999999999829e+01	4.100000000000000317e-08	-3.299999999999999771e-08	1.901459999999999866e+02
8.000000000000000000e+00	6.249999999999999717e-08	-3.868999999999999773e+01	4.900000000000000202e-08	-3.899999999999999850e-08	1.899639999999999986e+02
9.000000000000000000e+00	7.350000000000000303e-08	-3.865999999999999659e+01	5.800000000000000320e-08	-4.600000000000000162e-08	1.900029999999999859e+02
1.000000000000000000e+01	8.499999999999999351e-08	-3.850000000000000000e+01	6.700000000000000438e-08	-5.350000000000000261e-08	1.900089999999999861e+02
1.100000000000000000e+01	9.850000000000000190e-08	-3.860999999999999943e+01	7.700000000000000128e-08	-6.199999999999999931e-08	1.899910000000000139e+02
1.200000000000000000e+01	1.105000000000000035e-07	-3.874000000000000199e+01	8.699999999999999818e-08	-7.000000000000000477e-08	1.900169999999999959e+02
1.300000000000000000e+01	1.249999999999999943e-07	-3.860999999999999943e+01	9.800000000000000404e-08	-7.849999999999999486e-08	1.900589999999999975e+02
1.400000000000000000e+01	1.400000000000000095e-07	-3.864000000000000057e+01	1.105000000000000035e-07	-8.850000000000000499e-08	1.900480000000000018e+02
1.500000000000000000e+01	1.594999999999999923e-07	-3.935999999999999943e+01	1.234999999999999875e-07	-1.015000000000000023e-07	1.899840000000000089e+02
1.600000000000000000e+01	1.749999999999999921e-07	-3.895000000000000284e+01	1.369999999999999959e-07	-1.105000000000000035e-07	1.900519999999999925e+02
1.700000000000000000e+01	1.904999999999999919e-07	-3.889000000000000057e+01	1.485000000000000129e-07	-1.199999999999999893e-07	1.900070000000000050e+02
1.800000000000000000e+01	2.045000000000000114e-07	-3.852000000000000313e+01	1.604999999999999880e-07	-1.280000000000000080e-07	1.900709999999999980e+02
1.900000000000000000e+01	2.185000000000000044e-07	-3.818999999999999773e+01	1.720000000000000049e-07	-1.354999999999999891e-07	1.899830000000000041e+02
2.000000000000000000e+01	2.320000000000000128e-07	-3.756000000000000227e+01	1.844999999999999911e-07	-1.414999999999999899e-07	1.900540000000000020e+02
2.100000000000000000e+01	2.444999999999999990e-07	-3.649000000000000199e+01	1.970000000000000038e-07	-1.454999999999999992e-07	1.899420000000000073e+02
2.200000000000000000e+01	2.565000000000000006e-07	-3.513000000000000256e+01	2.100000000000000011e-07	-1.480000000000000018e-07	1.900149999999999864e+02
2.300000000000000000e+01	2.669999999999999953e-07	-3.424000000000000199e+01	2.214999999999999916e-07	-1.505000000000000043e-07	1.898230000000000075e+02
2.400000000000000000e+01	2.779999999999999747e-07	-3.368999999999999773e+01	2.315000000000000017e-07	-1.544999999999999872e-07	1.899290000000000020e+02
2.500000000000000000e+01	2.890000000000000070e-07	-3.313000000000000256e+01	2.429999999999999922e-07	-1.580000000000000119e-07	1.902889999999999873e+02
2.600000000000000000e+01	2.995000000000000018e-07	-3.243999999999999773e+01	2.530000000000000023e-07	-1.609999999999999991e-07	1.896189999999999998e+02
2.700000000000000000e+01	3.084999999999999897e-07	-3.196999999999999886e+01	2.624999999999999749e-07	-1.635000000000000016e-07	1.900620000000000118e+02
2.800000000000000000e+01	3.150000000000000016e-07	-3.164000000000000057e+01	2.689999999999999868e-07	-1.654999999999999930e-07	1.898249999999999886e+02
2.900000000000000000e+01	3.200000000000000067e-07	-3.142000000000000171e+01	2.735000000000000072e-07	-1.669999999999999999e-07	1.902199999999999989e+02
3.000000000000000000e+01	3.244999999999999742e-07	-3.078999999999999915e+01	2.789999999999999969e-07	-1.660000000000000041e-07	1.898110000000000070e+02
3.100000000000000000e+01	3.280000000000000254e-07	-3.005999999999999872e+01	2.844999999999999866e-07	-1.644999999999999973e-07	1.902100000000000080e+02
3.200000000000000000e+01	3.324999999999999929e-07	-2.932000000000000028e+01	2.899999999999999763e-07	-1.629999999999999905e-07	1.898859999999999957e+02
3.300000000000000000e+01	3.344999999999999843e-07	-2.880000000000000071e+01	2.934999999999999745e-07	-1.615000000000000102e-07	1.901839999999999975e+02
3.400000000000000000e+01	3.344999999999999843e-07	-2.814000000000000057e+01	2.949999999999999814e-07	-1.575000000000000008e-07	1.898350000000000080e+02
